# HR   HD     Vmag  B-V   SpType            
  7552 187474 5.33  -0.06 A0pCrSr:          
  7553 187532 5.39  0.38  F0V               
  7554 187567 6.51  -0.1  B2.5IVe           
  7555 187638 6.11  0.9   G5-8III           
  7556 187640 6.38  -0.06 B5V               
  7557 187642 0.77  0.22  A7V               
  7558 187653 6.24  0.16  A4V               
  7559 187660 6.13  1.57  K5III             
  7560 187691 5.11  0.55  F8V               
  7561 187739 5.92  0.98  G5III             
  7562 187753 6.25  0.1   A1m               
  7563 187764 6.34  0.28  F0III             
  7564 187796 4.23  1.82  S6+/1e            
  7565 187811 4.95  -0.14 B2.5Ve            
  7566 187849 5.12  1.69  M2IIIa            
  7567 187879 5.69  -0.04 B1III+B3V         
  7568 187880 6.06  1.7   M4IIb             
  7569 187923 6.13  0.65  G0V               
  7570 187929 3.9   0.89  F6Ib              
  7571 187949 6.48  0.14  A0V+F8IV          
  7572 187961 6.54  -0.01 B7V               
  7573 187982 5.57  0.71  A1Ia              
  7574 188001 6.23  0.01  O7.5Iaf           
  7575 188041 5.65  0.2   A5p               
  7576 188056 5.03  1.28  K3IIICN1          
  7577 188074 6.2   0.36  F2V               
  7578 188088 6.18  1.02  K2V               
  7579 188097 5.75  0.23  Am                
  7580 188107 6.53  0.02  B9.5Vn            
  7581 188114 4.13  1.08  K0II-III          
  7582 188119 3.83  0.89  G7IIIbCN-2        
  7583 188149 6.1   1.43  K4III             
  7584 188154 5.79  1.64  gK5               
  7585 188158 6.46  1.48  K2/3III           
  7586 188161 6.53  1.53  K4II              
  7587 188162 5.26  -0.01 B9.5IV            
  7588 188164 6.39  0.16  A0V+F5IV          
  7589 188209 5.62  -0.07 O9.5Ia            
  7590 188228 3.96  -0.03 A0V               
  7591 188252 5.91  -0.18 B2III             
  7592 188260 4.58  -0.06 B9.5III           
  7593 188293 5.71  -0.08 B7Vn              
  7594 188294 6.49  -0.04 B8V               
  7595 188310 4.71  1.05  G9+IIIb           
  7596 188350 5.61  0.1   A0III             
  7597 188376 4.7   0.75  G5V               
  7598 188385 6.15  0.03  A2V               
  7599 188405 6.51  0.39  F2V               
  7600 188439 6.29  -0.11 B0.5IIIn          
  7601 188485 5.52  -0.02 A0III             
  7602 188512 3.71  0.86  G8IV              
  7603 188584 5.76  1.04  K0III             
  7604 188603 4.52  1.46  K2.5IIb           
  7605 188642 6.55  0.39  F4V               
  7606 188650 5.76  0.75  G1Ib-IICH1Fe-1Ca-1
  7607 188651 6.57  -0.08 B6V+A5V           
  7608 188665 5.14  -0.13 B5V               
  7609 188727 5.36  0.67  G5Ib              
  7610 188728 5.28  -0.01 A1IV              
  7611 188793 6.06  0.02  A3V               
  7612 188887 5.31  1.22  K2IVCNII          
  7613 188892 4.94  -0.08 B5IV              
  7614 188899 5.02  0.05  A3IV              
  7615 188947 3.89  1.02  K0III             
  7616 188971 6.48  0.07  A2IV              
  7617 188981 6.28  1.05  K1III             
  7618 189005 4.83  0.9   G6IIIBa0.2        
  7619 189037 4.92  0.12  A4Vn              
  7620 189066 6.02  -0.15 B5IV              
  7621 189080 6.17  1.06  K0III             
  7622 189090 5.53  -0.05 B9III             
  7623 189103 4.37  -0.15 B3IV              
  7624 189118 5.3   0.17  A4/5IV            
  7625 189124 5.13  1.53  M6III             
  7626 189127 6.09  1.02  G9III             
  7627 189140 6.14  1.64  M0II-III          
  7628 189178 5.45  -0.1  B5V               
  7629 189195 5.95  1.0   G8III             
  7630 189198 5.81  0.28  A8III             
  7631 189245 5.66  0.49  F7V               
  7632 189253 6.43  -0.01 A1V               
  7633 189276 4.96  1.59  K5II-III          
  7634 189296 6.12  ""    A4Vn              
  7635 189319 3.47  1.57  M0-III            
  7636 189322 6.17  1.13  G8III             
  7637 189340 5.88  0.58  F8V               
  7638 189377 6.43  ""    A3V               
  7639 189388 6.29  0.11  A2-3V             
  7640 189395 5.49  -0.06 B9Vn              
  7641 189410 5.67  ""    F0                
  7642 189432 6.32  -0.09 B5IV              
  7643 189561 6.01  0.97  G7V               
  7644 189567 6.07  0.64  G3V               
  7645 189577 5.37  1.67  M4IIIa            
  7646 189684 5.92  0.16  A5III             
  7647 189687 5.19  -0.17 B3IVe             
  7648 189695 5.91  1.52  K5III             
  7649 189741 5.71  0.08  A3V               
  7650 189763 4.58  1.65  M4III             
  7651 189775 6.15  -0.19 B5III             
  7652 189831 4.77  1.41  K5III             
  7653 189849 4.64  0.18  A4III             
  7654 189900 5.96  0.09  A3V               
  7655 189942 6.2   1.31  K0III             
  7656 189944 5.88  -0.12 B4V               
  7657 190004 5.22  0.36  F2III             
  7658 190009 6.45  0.5   F6V               
  7659 190056 4.99  1.21  K1III             
  7660 190147 5.05  1.11  K1II-III          
  7661 190172 6.72  0.35  F4III             
  7662 190211 5.96  1.42  K3II-III+G8IV     
  7663 190222 6.45  1.58  K5III             
  7664 190229 5.67  -0.1  B9pHgMn           
  7665 190248 3.56  0.76  G6-8IV            
  7666 190252 6.33  0.88  G8III             
  7667 190299 5.68  1.3   K4III             
  7668 190306 6.53  -0.08 B8                
  7669 190327 5.52  1.06  gK0               
  7670 190360 5.71  0.73  G6IV+M6V          
  7671 190390 6.34  0.52  F1III             
  7672 190406 5.8   0.61  G1V               
  7673 190421 4.94  1.62  M1IIab            
  7674 190422 6.26  0.53  F8V               
  7675 190454 6.55  0.04  A1Vn              
  7676 190544 5.27  1.56  M1III-IIIb        
  7677 190590 6.45  ""    A5Vn              
  7678 190603 5.64  0.54  B1.5Ia            
  7679 190608 5.1   1.06  K2III             
  7680 190658 6.34  1.64  M2.5III           
  7681 190664 6.47  1.16  K0                
  7682 190713 6.57  ""    gG7               
  7683 190771 6.19  0.64  G5IV              
  7684 190781 6.16  0.04  A2IV              
  7685 190940 4.51  1.32  K3III             
  7686 190960 6.2   1.61  M3III             
  7687 190964 6.14  1.6   M1IIIa            
  7688 190993 5.07  -0.18 B3V               
  7689 191026 5.36  0.85  K0IV              
  7690 191067 5.99  1.02  K1IV              
  7691 191095 6.37  0.06  B7V+A3V           
  7692 191096 6.21  0.43  F4V               
  7693 191104 6.43  0.46  F3V               
  7694 191110 6.18  0.06  B9.5III           
  7695 191174 6.26  0.1   A2II-III          
  7696 191178 6.42  1.91  M3III             
  7697 191195 5.85  0.39  F5V               
  7698 191220 6.17  0.2   Am                
  7699 191243 6.11  0.16  B5Ib              
  7700 191263 6.31  -0.12 B3V               
  7701 191277 5.39  1.18  K3III             
  7702 191329 6.54  0.13  A3V               
  7703 191408 5.32  0.87  K3V               
  7704 191372 6.28  1.65  M3IIIa            
  7705 191570 6.48  0.38  F5IV              
  7706 191584 6.22  1.23  K1III             
  7707 191603 6.09  0.31  F0IV              
  7708 191610 4.93  -0.13 B2.5Ve            
  7709 191639 6.49  -0.15 B1V               
  7710 191692 3.23  -0.07 B9.5III           
  7711 191747 5.52  0.08  A3III             
  7712 191753 6.34  1.21  K0III             
  7713 191814 6.22  0.9   K0                
  7714 191829 5.65  1.5   K4III             
  7715 191862 5.85  0.48  F7V               
  7716 191877 6.26  -0.02 B1Ibe             
  7717 191984 6.27  0.02  B9pCrEu:Sr:       
  7718 192004 5.49  1.41  K3II-III          
  7719 192044 5.92  -0.11 B7Ve              
  7720 192107 5.47  1.43  K5III             
  7721 192276 6.92  -0.12 B7V               
  7722 192310 5.73  0.88  K0V               
  7723 192342 6.56  0.29  A1m               
  7724 192425 4.95  0.08  A2V               
  7725 192433 6.3   1.51  K4III             
  7726 192439 6.01  1.14  K2.5III           
  7727 192455 5.75  0.47  F5V               
  7728 192472 6.39  1.54  M4III             
  7729 192486 6.53  0.37  F2V               
  7730 192514 4.83  0.09  A5IIIn            
  7731 192518 5.18  0.18  A7IVn             
  7732 192531 6.27  1.04  K0III             
  7733 192535 6.14  1.5   K4III             
  7734 192538 6.45  0.0   A0V               
  7735 192577 3.79  1.28  K2II+B3V          
  7736 192640 4.97  0.14  A2V               
  7737 192659 6.71  -0.04 B9IV-V            
  7738 192666 6.32  0.01  B9pHg             
  7739 192685 4.78  -0.18 B3Ve              
  7740 192696 4.3   0.11  A3IV-Vn           
  7741 192713 5.15  1.04  G3Ib-II           
  7742 192781 5.79  1.47  gK5               
  7743 192787 5.66  0.91  K0III             
  7744 192806 4.52  1.26  K3-IIIFe-1        
  7745 192827 6.31  1.67  M1III             
  7746 192836 6.13  1.04  K1III             
  7747 192876 4.24  1.07  G3Ib              
  7748 192879 5.87  1.0   K0III             
  7749 192886 6.13  0.46  F5V               
  7750 192907 4.39  -0.05 B9III             
  7751 192909 3.98  1.52  K3Ib+B3V          
  7752 192934 6.27  0.01  A1V               
  7753 192944 5.32  0.95  G8III             
  7754 192947 3.57  0.94  G8IIIb            
  7755 192983 6.31  ""    A2Vn              
  7756 192985 5.91  0.38  F5V:              
  7757 192987 6.48  -0.09 B6III             
  7758 193002 6.27  1.59  M0-1III           
  7759 193092 5.24  1.65  K3.5IIab-IIb      
  7760 193094 6.22  1.01  G9III             
  7761 193150 5.28  1.4   K3II              
  7762 193217 6.29  1.64  K4II:             
  7763 193237 4.81  0.42  B2pe              
  7764 193281 6.3   0.17  A4/7V             
  7765 193302 6.46  1.31  K3-4III           
  7766 193307 6.27  0.55  G0V               
  7767 193322 5.84  0.1   O9V               
  7768 193329 6.06  1.09  K0                
  7769 193369 5.58  0.06  A2V               
  7770 193370 5.17  0.65  F5Ib              
  7771 193373 6.21  1.63  M1III             
  7772 193429 6.63  1.55  K5                
  7773 193432 4.76  -0.05 B9.5V             
  7774 193472 5.95  0.31  A5-F2m            
  7775 193452 6.1   -0.02 A0III             
  7776 193495 3.08  0.79  F8V+A0            
  7777 193536 6.45  -0.13 B2V               
  7778 193556 6.13  0.91  G8III             
  7779 193571 5.59  0.0   A0V               
  7780 193579 5.8   1.49  gK5               
  7781 193592 5.76  0.11  "A2V s"           
  7782 193621 6.57  0.0   A0III             
  7783 193664 5.93  0.58  G3V               
  7784 193702 6.23  0.06  A1V               
  7785 193721 5.77  1.14  G6-8II            
  7786 193722 6.5   -0.06 B8/9IIIpSi        
  7787 193807 5.64  0.2   A5V               
  7788 193896 6.3   0.91  G5IIIa            
  7789 193911 5.54  -0.06 B8IIIne           
  7790 193924 1.94  -0.2  B2IV              
  7791 193944 6.18  1.56  K4III             
  7792 193964 5.72  -0.05 B9V               
  7793 194012 6.17  0.51  F8V               
  7794 194013 5.31  0.97  G8III-IV          
  7795 194069 6.39  1.07  G5III+A           
  7796 194093 2.2   0.68  F8Ib              
  7797 194097 6.09  1.35  K2                
  7798 194152 5.58  1.08  K0III             
  7799 194184 6.09  1.36  K3III             
  7800 194193 5.93  1.6   K7III             
  7801 194215 5.85  1.1   G8II/III          
  7802 194220 6.2   0.95  K0III             
  7803 194244 6.15  -0.04 B9V               
  7804 194258 5.55  1.59  M4.5-5III         
  7805 194298 5.69  1.56  K5III             
  7806 194317 4.43  1.33  K2.5IIIFe-0.5     
  7807 194335 5.9   -0.2  B2Ven             
  7808 194433 6.25  0.97  K2IV-V            
  7809 194454 6.11  1.19  gK1               
  7810 194526 6.33  1.56  K5III             
  7811 194577 5.66  0.93  G6III             
  7812 194612 5.91  1.71  K5III             
  7813 194616 6.41  1.02  K0III             
  7814 194636 5.25  -0.07 B8II-III          
  7815 194668 6.51  0.01  B9.5III           
  7816 194688 6.22  1.01  K0                
  7817 194783 6.1   -0.11 B8II/III          
  7818 194882 6.44  0.09  "A2IV s"          
  7819 194918 6.41  0.99  K0III             
  7820 194937 6.25  1.08  G9III             
  7821 194939 6.13  -0.06 B9V               
  7822 194943 4.78  0.38  F2IV              
  7823 194951 6.39  0.48  F1II              
  7824 194953 6.21  0.9   G8III             
  7825 195006 6.16  1.55  M1III             
  7826 195050 5.62  0.06  A3V               
  7827 195066 6.36  0.0   B9V               
  7828 195068 5.69  0.26  dF0               
  7829 195093 6.74  0.22  A7V               
  7830 195094 5.94  0.08  A3Vn              
  7831 195135 4.91  1.15  K2III             
  7832 195206 6.39  0.21  A5V               
  7833 195217 6.55  0.23  A3m               
  7834 195295 4.01  0.4   F5II              
  7835 195324 5.88  0.52  A1Ib              
  7836 195325 6.08  -0.03 A1eShell          
  7837 195330 6.12  0.79  gG5+F             
  7838 195402 6.11  1.29  K2III             
  7839 195479 6.18  0.15  A1m               
  7840 195483 7.11  0.03  B8V               
  7841 195506 6.41  1.13  K2III             
  7842 195549 6.36  -0.01 A0                
  7843 195554 5.91  -0.04 B9Vne             
  7844 195556 4.95  -0.09 B2.5IV            
  7845 195564 5.65  0.69  G2.5IV            
  7846 195569 5.11  1.01  K0III             
  7847 195593 6.19  1.01  F5Iab             
  7848 195627 4.76  0.28  F1III             
  7849 195692 6.34  0.26  Am                
  7850 195725 4.22  0.2   A7III             
  7851 195774 5.44  1.55  M2IIIab           
  7852 195810 4.03  -0.13 B6III             
  7853 195814 6.44  0.26  A8III:            
  7854 195820 6.18  1.01  K0III             
  7855 195838 6.13  0.54  F6V               
  7856 195843 6.4   -0.08 B8V               
  7857 195922 6.56  0.08  A2Vnn             
  7858 195943 5.38  0.07  "A3IV s"          
  7859 195961 4.88  0.43  "F5Del Del"       
  7860 195964 6.14  1.43  gK5               
  7861 195986 6.6   -0.11 B4III             
  7862 196035 6.48  -0.14 B3IV              
  7863 196051 6.0   0.44  F4III-IV          
  7864 196067 6.55  0.62  G5III             
  7865 196078 6.19  0.2   A7V               
  7866 196093 4.61  1.6   K2Ib+B3V          
  7867 196134 6.49  1.0   K0III-IV          
  7868 196142 6.27  1.35  gK4               
  7869 196171 3.11  1.0   K0IIICNIII-IV     
  7870 196178 5.78  -0.16 B9pSi             
  7871 196180 4.68  0.11  A3V               
  7872 196317 6.22  1.1   K1III             
  7873 196321 4.89  1.6   K5II              
  7874 196362 6.41  0.21  A5III             
  7875 196378 5.12  0.53  F8V               
  7876 196379 6.11  0.41  A9II              
  7877 196385 6.36  0.33  F0III             
  7878 196426 6.22  -0.08 B8IIIp            
  7879 196502 5.2   0.07  A0pSrCrEu         
  7880 196504 5.59  -0.07 B9V               
  7881 196519 5.15  -0.06 B9III             
  7882 196524 3.63  0.44  F5IV              
  7883 196544 5.43  0.06  A2V               
  7884 196574 4.32  0.95  G7.5IIIa          
  7885 196606 6.32  -0.09 B8IIIn            
  7886 196610 6.25  1.48  M6III             
  7887 196629 6.49  0.34  F0V               
  7888 196642 6.2   0.99  K0III             
  7889 196662 5.22  -0.12 B6III             
  7890 196712 6.22  -0.1  B7IIIne           
  7891 196724 4.82  -0.02 A0V               
  7892 196725 5.72  1.53  K3Ib              
  7893 196737 5.47  1.12  K1III             
  7894 196740 5.04  -0.14 B5IV              
  7895 196753 5.91  0.98  K0II-III+A3V      
  7896 196755 5.05  0.72  G2IV              
  7897 196758 5.16  1.06  K1III             
  7898 196761 6.37  0.72  G8V               
  7899 196775 5.97  -0.14 B3V               
  7900 196777 5.1   1.66  M2III             
  7901 196787 5.46  1.02  G9III             
  7902 196815 6.51  0.57  F7V               
  7903 196821 6.08  -0.06 A0III             
  7904 196852 5.68  1.09  K2III             
  7905 196857 5.8   1.0   gG7               
  7906 196867 3.77  -0.06 B9IV              
  7907 196885 6.42  0.55  F8IV:             
  7908 196925 5.96  0.92  K0III+F8V         
  7909 196917 5.76  1.53  M0III             
  7910 196947 6.28  1.22  K2III             
  7911 197018 6.06  -0.16 B6IIIpMn          
  7912 197036 6.58  -0.06 B5IV              
  7913 197051 3.42  0.16  A7III             
  7914 197076 6.45  0.63  G5V               
  7915 197093 6.29  1.08  K1III             
  7916 197101 6.48  ""    F2Vn              
  7917 197120 6.08  0.14  A2V               
  7918 197121 5.99  1.24  gK4               
  7919 197139 5.95  1.19  K2III             
  7920 197157 4.51  0.27  A7III-IV-A9       
  7921 197177 5.51  0.88  G8IIb             
  7922 197226 6.51  -0.12 B6III             
  7923 197249 6.22  0.94  G8III             
  7924 197345 1.25  0.09  A2Ia              
  7925 197373 6.01  0.46  F6IV              
  7926 197392 5.67  -0.12 B8II-III          
  7927 197419 6.66  -0.16 B2IV-Ve           
  7928 197461 4.43  0.32  "A7IIIpDel Del"   
  7929 197511 5.39  -0.1  B2V               
  7930 197508 6.19  0.13  A3/4Vm            
  7931 197540 6.5   0.94  G8III             
  7932 197572 6.47  1.23  F7Ib-G8Ib         
  7933 197630 5.5   -0.1  B8/9V             
  7934 197635 5.41  1.12  K0III             
  7935 197649 6.49  0.39  F3IV              
  7936 197692 4.14  0.43  F4V               
  7937 197725 5.93  0.04  A0                
  7938 197734 6.15  0.01  A2IV              
  7939 197752 4.91  1.18  K2III             
  7940 197770 6.32  0.33  B2III             
  7941 197812 6.38  1.68  M5II-III          
  7942 197912 4.22  1.05  G9.5III           
  7943 197937 5.11  0.35  F1IV              
  7944 197939 5.78  1.67  M3III             
  7945 197950 5.58  0.22  A8V               
  7946 197954 6.27  1.55  K2                
  7947 197963 5.14  0.49  F7V               
  7948 197964 4.27  1.04  K1IV              
  7949 197989 2.46  1.03  K0-III            
  7950 198001 3.77  0.0   A1V               
  7951 198026 4.42  1.65  M3III             
  7952 198048 4.89  1.52  K5III             
  7953 198069 5.58  -0.02 A0V               
  7954 198070 6.4   -0.02 A0Vn              
  7955 198084 4.51  0.54  F8IV-V            
  7956 198134 4.92  1.32  K3III             
  7957 198149 3.43  0.92  K0IV              
  7958 198151 6.3   0.03  A3V               
  7959 198160 6.28  0.15  A2-3IV-V          
  7960 198161 6.59  0.17  A2-3IV-V          
  7961 198174 5.86  -0.07 B7IIIp            
  7962 198181 6.33  1.12  K0                
  7963 198183 4.53  -0.11 B5Ve              
  7964 198208 6.21  1.42  K3III             
  7965 198232 4.9   1.0   G7III             
  7966 198237 6.4   1.61  K3III             
  7967 198236 6.41  ""    G8III             
  7968 198308 5.05  1.13  K1II-III          
  7969 198345 5.57  1.46  K5III             
  7970 198356 6.36  1.54  K5III             
  7971 198357 5.52  1.38  K3II              
  7972 198387 6.27  0.89  G7IV              
  7973 198390 5.98  0.43  F5V               
  7974 198391 6.33  0.02  "A1V s"           
  7975 198404 6.21  0.98  K0                
  7976 198431 5.88  1.07  gK1               
  7977 198478 4.84  0.41  B3Ia              
  7978 198513 6.29  -0.07 B8Vnp             
  7979 198529 6.04  0.03  A2Vn              
  7980 198542 4.11  1.64  M0-III-IIIbBa0.2  
  7981 198552 6.52  0.04  "A1V s"           
  7982 198571 5.99  0.46  F5V+F7V           
  7983 198625 6.33  -0.07 B4Ve              
  7984 198639 5.04  0.2   "A4mDel Del"      
  7985 198667 5.55  -0.08 B9III             
  7986 198700 3.65  1.25  K1II              
  7987 198716 5.35  1.32  K2III             
  7988 198726 5.77  0.72  F5Ib              
  7989 198732 6.33  0.88  K0III             
  7990 198743 4.73  0.32  A3m               
  7991 198751 6.35  1.09  K1III             
  7992 198766 6.24  -0.12 B5IV              
  7993 198781 6.45  0.07  B0.5V             
  7994 198802 6.38  0.67  G1V               
  7995 198809 4.59  0.83  G7IIIFe-1         
  7996 198820 6.44  -0.15 B3III             
  7997 198853 6.41  1.6   M4III             
  7998 198949 6.44  0.37  F1IV              
  7999 198976 6.34  1.09  K2                
  8000 199012 5.78  1.12  K0III             
  8001 199081 4.78  -0.14 B5V               
  8002 199095 5.75  0.0   A0V               
  8003 199098 5.45  1.1   K0II              
  8004 199099 6.66  -0.04 A1V               
  8005 199101 5.47  1.52  gK5               
  8006 199124 6.55  0.29  A9Vn              
  8007 199140 6.56  -0.13 B2IIIe            
  8008 199169 5.01  1.48  K4III             
  8009 199218 6.7   -0.07 B8Vnne            
  8010 199223 6.05  0.82  G6III-IV          
  8011 199253 5.17  1.12  K0III             
  8012 199254 5.58  0.12  A4V               
  8013 199260 5.7   0.5   F7V               
  8014 199280 6.57  -0.1  B8Vn              
  8015 199345 5.51  1.47  gK5               
  8016 199437 5.39  1.12  K1III             
  8017 199442 6.05  1.22  K2III             
  8018 199443 5.87  0.18  A2m               
  8019 199475 6.37  0.1   A2V               
  8020 199478 5.67  0.47  B8Ia              
  8021 199532 5.15  0.49  A7III+G2III       
  8022 199578 6.63  -0.1  B5V               
  8023 199579 5.96  0.05  O6V((f))          
  8024 199603 6.01  0.23  F0IV              
  8025 199611 5.81  0.3   F0III             
  8026 199612 5.9   1.04  G8II-III          
  8027 199623 5.76  0.47  F5IV-V            
  8028 199629 3.94  0.02  A1Vn              
  8029 199661 6.23  -0.18 B2.5IV            
  8030 199665 5.48  0.93  gG6               
  8031 199684 6.11  0.39  F5V               
  8032 199697 5.31  1.4   K3.5III           
  8033 199728 6.25  -0.13 B9pSi             
  8034 199766 5.23  0.46  F6IV              
  8035 199870 5.55  0.97  K0IIIbFe-0.5      
  8036 199892 6.16  -0.08 B7III             
  8037 199941 6.66  0.38  F4III             
  8038 199942 5.99  0.26  F1Vp              
  8039 199951 4.67  0.89  G6III             
  8040 199955 5.61  -0.15 B5Vn              
  8041 199960 6.21  0.63  G1V               
  8042 200011 6.64  0.68  G3IV+K0IV         
  8043 200039 6.05  0.93  G5III             
  8044 200044 5.65  1.61  M3IIIab           
  8045 200052 6.05  0.06  A7V:m:            
  8046 200073 5.94  1.11  K0IV              
  8047 200120 4.74  -0.05 B1ne              
  8048 200163 5.3   0.41  F3V               
  8049 200205 5.51  1.4   gK4               
  8050 200245 6.25  0.95  K0III             
  8051 200253 5.97  0.98  G5III             
  8052 200266 6.58  1.23  K1III             
  8053 200310 5.37  -0.21 B1Ve              
  8054 200340 6.5   -0.1  B6V               
  8055 200365 5.16  1.21  K2III             
  8056 200375 6.25  0.48  F5V               
  8057 200430 6.31  1.67  M1III             
  8058 200496 7.31  ""    A3V               
  8059 200497 5.89  0.68  G4III             
  8060 200499 4.84  0.17  A5V               
  8061 200525 5.68  0.59  F8-G0V            
  8062 200527 6.19  1.69  S4/1III           
  8063 200577 6.07  1.01  G8III             
  8064 200595 6.48  -0.15 B3Vn              
  8065 200614 5.83  -0.07 B8III             
  8066 200644 5.61  1.65  K5III             
  8067 200661 6.42  1.05  K0                
  8068 200663 6.33  0.97  G5                
  8069 200702 5.53  1.35  K3III             
  8070 200718 5.68  1.03  K0/1III           
  8071 200723 6.33  0.38  F3IV              
  8072 200740 6.37  0.98  K0                
  8073 200751 5.76  1.18  K0III             
  8074 200753 6.32  0.25  F0IVn             
  8075 200761 4.07  -0.01 A1V               
  8076 200763 5.18  1.1   K2III             
  8077 200790 5.94  0.54  F8V               
  8078 200817 5.9   0.99  K0III             
  8079 200905 3.72  1.65  K4.5Ib-II         
  8080 200914 4.5   1.61  M0.5III           
  8081 200924 6.2   1.08  K1III             
  8082 201051 6.12  1.05  K0II-III          
  8083 201057 6.17  0.02  A0V               
  8084 201078 5.82  0.56  F7.5Ib-II         
  8085 201091 5.21  1.18  K5V               
  8086 201092 6.03  1.37  K7V               
  8087 201184 5.3   0.01  A0V               
  8088 201196 6.34  1.01  K2IV              
  8089 201251 4.55  1.57  K4Ib-IIa          
  8090 201298 6.15  1.66  K5III             
  8091 201352 6.25  0.38  F1IV              
  8092 201371 5.02  1.58  M1-2III           
  8093 201381 4.51  0.94  G8III             
  8094 201433 5.59  -0.1  B9VpSi            
  8095 201507 6.45  0.37  F5IV              
  8096 201567 6.27  1.16  K0III             
  8097 201601 4.69  0.26  F0IIIp            
  8098 201616 6.07  0.02  "A2V s"           
  8099 201636 5.87  0.4   F3IV              
  8100 201647 5.83  0.45  F5IV              
  8101 201671 6.68  0.03  A1V               
  8102 201707 6.48  0.28  "F0Del Del:"      
  8103 201733 6.63  -0.16 B4IVpe            
  8104 201772 5.26  0.44  F5IV+F6V          
  8105 201819 6.54  -0.14 B1Vp              
  8106 201834 5.73  -0.12 B9III             
  8107 201836 6.46  -0.01 B6IV              
  8108 201852 5.96  0.98  K0III             
  8109 201888 6.54  -0.13 B7III             
  8110 201901 5.42  1.42  K5III             
  8111 201906 6.63  0.03  A1V               
  8112 201908 5.91  -0.07 B8Vn              
  8113 202012 7.33  1.49  M7IIIe            
  8114 202103 5.75  0.19  A6IV              
  8115 202109 3.2   0.99  G8+III-IIIaBa0.6  
  8116 202128 6.27  0.24  A7Vn              
  8117 202135 6.21  1.14  K2III             
  8118 202149 6.77  -0.08 B9pHgMn           
  8119 202214 5.64  0.11  B0II              
  8120 202240 6.05  0.21  F0III             
  8121 202259 6.38  1.61  M1III             
  8122 202261 6.04  0.96  G5                
  8123 202275 4.49  0.5   F5V+G0V           
  8124 202287 6.12  1.37  K3III             
  8125 202299 6.31  -0.07 B8V               
  8126 202314 6.17  1.09  G6Ib-IIaCa1Ba0.3  
  8127 202320 5.24  1.17  gG9               
  8128 202369 5.28  1.64  M3III             
  8129 202418 6.45  1.4   K3III             
  8130 202444 3.72  0.39  F2IV              
  8131 202447 3.92  0.53  G0III+A5V         
  8132 202554 6.48  0.98  K0                
  8133 202582 6.39  0.6   G2IV+G2IV         
  8134 202606 6.4   0.04  A2V               
  8135 202627 4.71  0.06  A1V               
  8136 202654 6.46  -0.15 B4IV              
  8137 202671 5.43  -0.12 B8III             
  8138 202720 6.43  ""    K2                
  8139 202723 7.05  0.34  F2V               
  8140 202730 4.39  0.19  A5V               
  8141 202753 5.82  -0.13 B5V               
  8142 202773 6.4   0.97  G8IV              
  8143 202850 4.23  0.12  B9Iab             
  8144 202862 6.19  -0.11 B7Vn              
  8145 202874 6.0   2.33  C5II              
  8146 202904 4.43  -0.11 B2Vne             
  8147 202923 6.13  0.05  A1V               
  8148 202940 6.56  0.73  G5V               
  8149 202951 5.96  1.65  K5III             
  8150 202987 5.98  1.45  K3III             
  8151 203006 4.82  0.02  ApCrEuSr          
  8152 203010 6.38  1.32  K3III             
  8153 203025 6.42  0.2   B2IIIe            
  8154 203064 5.0   -0.01 O7.5III:n((f))    
  8155 203096 6.15  0.3   A5IV              
  8156 203133 6.41  2.82  C5II              
  8157 203156 5.83  0.5   F1II              
  8158 203206 6.29  -0.08 B6IV              
  8159 203212 6.09  1.26  K2III             
  8160 203222 5.87  0.92  gG7               
  8161 203245 5.76  -0.15 B6V               
  8162 203280 2.44  0.22  A7V               
  8163 203291 5.82  1.66  M2IIIa            
  8164 203338 5.66  1.38  M1Ibep+B2pe+B3V   
  8165 203344 5.57  1.05  K1III             
  8166 203358 5.68  1.08  G8IV              
  8167 203387 4.28  0.9   G7IIIFe-1.5       
  8168 203399 5.95  1.5   K5III             
  8169 203439 6.04  0.03  A1V               
  8170 203454 6.4   0.53  F8V               
  8171 203467 5.18  -0.04 B3IVe             
  8172 203475 5.6   1.63  M1III             
  8173 203504 4.08  1.11  K1III             
  8174 203501 6.15  0.09  A3IV              
  8175 203525 5.99  1.54  M0III             
  8176 203532 6.38  0.13  B3IV              
  8177 203548 6.31  0.2   A7mSr:            
  8178 203562 5.16  0.05  A3V               
  8179 203574 6.11  1.0   G5III             
  8180 203585 5.77  -0.05 A0IIIpSi          
  8181 203608 4.22  0.49  F6V               
  8182 203630 6.05  1.08  K1III             
  8183 203638 5.41  1.16  K0III             
  8184 203639 6.38  1.02  gK0               
  8185 203644 5.69  1.1   K0III             
  8186 203696 6.63  0.01  A1V               
  8187 203705 5.49  0.29  F1V               
  8188 203760 6.12  0.34  F1III             
  8189 203784 6.58  ""    F6II-III          
  8190 203803 5.71  0.32  F1IV              
  8191 203842 6.35  0.47  F5III             
  8192 203843 6.36  0.33  F0III             
  8193 203857 6.47  ""    K5                
  8194 203858 6.15  ""    A2V               
  8195 203875 5.7   0.2   F0IV              
  8196 203881 5.34  1.55  M5III             
  8197 203886 6.32  1.04  K0III             
  8198 203925 5.68  0.31  A8III             
  8199 203926 5.49  1.46  K4III             
  8200 203949 5.63  1.19  K2III             
  8201 203955 6.47  0.04  A0V               
  8202 204018 5.51  0.39  Am                
  8203 204041 6.46  0.16  A1IV              
